0.001282641;-0.001309122;0.0002231331
0.0009798768;-0.00173772;0.0004384714
0.0007376553;-0.002237855;0.0002835845
0.001605095;-0.002511522;0.001054351
0.00160621;-0.003303794;0.001021115
0.001912868;-0.004003343;0.0007946222
0.002129005;-0.004387239;0.0009687872
0.002603918;-0.004627994;0.001122707
0.002772419;-0.004409659;0.000562771
0.002843174;-0.004913621;-0.00004123781
0.001976969;-0.006137643;0.0001284273
0.002197292;-0.005663401;-0.0004597784
0.002400612;-0.005758312;-0.0007656235
0.002666728;-0.005340797;-0.00095755
0.003059424;-0.004195141;-0.001935706
0.003250615;-0.004056116;-0.001677844
0.002816052;-0.002444416;-0.001376195
0.002717198;-0.0007517025;-0.0008697817
0.002646845;0.001223449;-0.001008578
0.001780606;0.002155124;-0.0007178959
0.001726377;0.002240891;-0.0007584778
0.001425393;0.002139106;-0.00114196
0.001870579;0.001718624;-0.00062161
0.002269204;0.00180739;-0.001241737
0.002812897;0.001168174;-0.0008829727
0.002695037;0.001525656;-0.0006345214
0.002797663;0.002464234;-0.001750231
0.003117189;0.0024937;-0.0009975884
0.003118633;0.002595729;-0.001003749
0.003048775;0.00327051;-0.0006143468
0.003136311;0.003112342;-0.0009646678
0.002997431;0.001955941;-0.0001781448
0.002960789;0.002328877;-0.0007724364
0.003226706;0.001875131;-0.0004913609
0.00344964;0.001290252;0.000333312
0.004055259;0.001228953;0.00140885
0.00368079;0.001801129;0.0009274784
0.003335922;0.001413437;0.0009027545
0.002813333;0.001094118;0.001696645
0.002336632;0.001584837;0.002487337
0.001488119;0.001446565;0.002519057
0.0009436797;0.001275089;0.003076851
0.0005465117;0.001122639;0.00401682
-0.00009650581;0.001004939;0.00444992
0.000004569813;0.0004949838;0.005234236
0.00008703487;0.00007806039;0.005668069
-0.000419807;-0.0009327866;0.006848624
-0.0007561084;-0.00124812;0.00702469
-0.001171414;-0.002000884;0.007360372
-0.001701829;-0.002559254;0.007726784
-0.002292745;-0.003255337;0.008501245
-0.002765486;-0.003790651;0.00867168
-0.003272314;-0.004842449;0.009318594
-0.003139738;-0.00400343;0.008670898
-0.003523546;-0.004034369;0.008836931
-0.003677374;-0.003952105;0.009495325
-0.004024121;-0.003970626;0.009357667
-0.004571734;-0.003218571;0.008819624
-0.0047434;-0.002476683;0.00838044
-0.005251341;-0.00176274;0.007274766
-0.004546923;-0.001088073;0.00722409
-0.004408721;-0.0007439587;0.007066514
-0.003486882;-0.0007986561;0.006160577
-0.003490389;-0.0004167425;0.00637759
-0.003593849;0.0009209097;0.006894124
-0.003377347;0.001469537;0.006142262
-0.002541517;0.001460468;0.006575158
-0.002801887;0.002012479;0.005972685
-0.002897777;0.00218654;0.0064209
-0.002819261;0.001992711;0.007103456
-0.003207975;0.002285124;0.007343939
