0.03047037;-0.005319771;0.05476693;1
0.02582936;-0.008710881;0.0550882;1
0.021206;-0.0106782;0.05675497;0
0.01755263;-0.01142747;0.05526914;1
0.01387704;-0.01205241;0.05507995;0
0.01023193;-0.01214534;0.05585256;1
0.006774142;-0.01336483;0.05556571;1
0.003920577;-0.01398879;0.05432052;1
0.000420627;-0.01479558;0.05333958;1
-0.002819777;-0.01499183;0.05300345;1
-0.005878349;-0.01395235;0.05241394;1
-0.00883361;-0.01179307;0.05259814;1
-0.01144269;-0.008836231;0.05160915;1
-0.01453252;-0.0048665;0.05141364;1
-0.01743097;-0.002216056;0.0506365;1
-0.0209051;-0.0003326344;0.04968137;1
-0.0235505;-0.0001044679;0.04865695;1
-0.02604301;-0.001245736;0.04803892;1
-0.02669067;-0.002989979;0.04480242;1
-0.02774989;-0.004337052;0.04432371;1
-0.02798232;-0.007014823;0.04253106;1
-0.02803612;-0.009063732;0.04112009;1
-0.02725596;-0.0105843;0.03910062;1
-0.02710787;-0.01126016;0.03629371;1
-0.02673061;-0.01032507;0.03345121;1
-0.02654218;-0.008024556;0.03157489;1
-0.02625515;-0.005953327;0.02979344;1
-0.02651961;-0.003251627;0.02749729;1
-0.02678453;-0.001038292;0.0258266;1
-0.02788907;0.001007633;0.0241206;1
-0.02863721;0.003397679;0.02218749;1
-0.03005323;0.005677355;0.01967111;1
-0.03218606;0.006593485;0.01842492;1
-0.03375872;0.007390268;0.01597829;1
-0.03485509;0.007264122;0.01441502;1
-0.03601385;0.007683868;0.01156946;1
-0.03752355;0.006938324;0.008807765;1
-0.03946393;0.007303222;0.006506736;1
-0.04135333;0.00570456;0.004317805;1
-0.04317431;0.004586459;0.001511537;1
-0.04421831;0.004766183;-0.0004807075;1
-0.04570303;0.005404766;-0.003184198;1
-0.04722449;0.006652061;-0.006642305;1
-0.0484923;0.006721419;-0.008547637;1
-0.04967648;0.006129547;-0.01021963;1
-0.05064398;0.004091166;-0.01252903;1
-0.05212663;0.003099337;-0.01438398;1
-0.0522718;0.001763623;-0.01622426;1
-0.05332473;0.0003041971;-0.01838429;1
-0.05389486;-0.0005990619;-0.01959161;1
-0.05496169;-0.0008219782;-0.02192929;1
-0.05568435;-0.0005902777;-0.023794;1
-0.05571521;-0.0002857905;-0.02582162;1
-0.05632268;-0.0004615236;-0.02697261;1
