-0.006533586;-0.002643683;0.01142531;0
-0.006521682;-0.002846544;0.01172529;0
-0.006279741;-0.002547346;0.01186695;1
-0.006201029;-0.002216595;0.01207543;1
-0.005925712;-0.002335381;0.01263786;1
-0.005737281;-0.00237994;0.01268041;0
-0.005716973;-0.002037047;0.01287745;0
-0.005653888;-0.002558246;0.01369877;0
-0.004995378;-0.00226041;0.0139719;0
-0.004551467;-0.002079344;0.01421041;1
-0.004144615;-0.001913481;0.01453667;0
-0.003537037;-0.00180288;0.01435356;1
-0.003374557;-0.001710707;0.01433589;1
-0.003225812;-0.001882789;0.0147258;0
-0.002401307;-0.002002558;0.01434085;0
-0.002118427;-0.001786871;0.01434053;0
-0.001343042;-0.002008504;0.01434002;1
-0.001111499;-0.001763077;0.01416611;1
-0.0010127;-0.001547662;0.01402003;1
-0.0006219918;-0.0008060157;0.01417419;0
0.000006100376;-0.0006540082;0.01341223;1
0.0001572188;-0.0005423155;0.01523804;0
-0.0000562181;-0.0001707034;0.01475993;0
0.0003899796;-0.0005551764;0.01456112;0
0.0003236081;-0.0009833687;0.01450001;1
0.0005087883;-0.0009582131;0.01470122;1
0.001353001;-0.0009230983;0.01449378;0
0.001717399;-0.0001000605;0.0143611;1
0.001843328;0.0002313948;0.01461559;0
0.001744543;-0.0001606056;0.01514539;0
0.002259919;-0.0009037076;0.01531022;0
0.002292572;-0.0005360963;0.01649851;0
0.002886214;0.0008070519;0.01686666;1
0.002908464;0.001220083;0.01761237;0
0.002819121;0.001707344;0.0177737;1
0.003312444;0.001475081;0.01778444;1
0.003665078;0.001557354;0.01756445;1
0.003741918;0.001604784;0.01743771;1
0.00413784;0.001127352;0.01765486;0
0.004227193;0.0009772503;0.01736659;0
0.004137073;0.0004991224;0.01759133;1
0.004156802;0.0004653741;0.01793879;0
0.004365858;0.0004111004;0.01854623;1
0.00437843;0.0002501885;0.0180286;0
0.004368929;0.0002003328;0.01805442;1
0.004311255;-0.00006115797;0.01805359;1
0.004709959;-0.0007396544;0.01868778;1
0.004777255;-0.000535843;0.01845041;0
0.00461466;-0.0008908086;0.0193008;1
0.004125248;-0.001021867;0.01896067;1
0.003796394;-0.001033956;0.01942635;0
0.0039444;-0.0005867454;0.01934334;1
0.003657895;-0.0006049546;0.0191394;1
